latitude,longitude,Slope_Angle,Rainfall_mm,Soil_Saturation,Vegetation_Cover,Earthquake_Activity,Proximity_to_Water,Soil_Type_Gravel,Soil_Type_Sand,Soil_Type_Silt
23.762222222222228,86.41666666666667,2.7394,228.0,0.3107,0.571,4.7,1.1877,1,0,0
23.762222222222228,86.41694444444445,3.4772,228.0,0.2606,0.5646,4.7,1.2159,1,0,0
23.762222222222228,86.41722222222224,2.8614,228.0,0.2965,0.5717,4.7,1.2442,1,0,0
23.76194444444445,86.41250000000001,1.2836,228.0,0.4516,0.5851,4.7,0.7635,1,0,0
23.76194444444445,86.41277777777779,2.0196,228.0,0.3624,0.5807,4.7,0.7918,1,0,0
23.76194444444445,86.41305555555556,0.3427,228.0,0.7174,0.5883,4.7,0.8201,1,0,0
23.76194444444445,86.41333333333334,1.7825,228.0,0.3877,0.5814,4.7,0.8483,1,0,0
23.76194444444445,86.41361111111112,1.8989,228.0,0.3749,0.5774,4.7,0.8766,1,0,0
23.76194444444445,86.41388888888889,1.3894,228.0,0.4373,0.5826,4.7,0.9049,1,0,0
23.76194444444445,86.41416666666667,2.1125,228.0,0.3533,0.5774,4.7,0.9332,1,0,0
23.76194444444445,86.41444444444446,2.6882,228.0,0.3044,0.5748,4.7,0.9614,1,0,0
23.76194444444445,86.41472222222224,2.8614,228.0,0.291,0.5727,4.7,0.9897,1,0,0
23.76194444444445,86.415,2.072,228.0,0.3547,0.5783,4.7,1.018,1,0,0
23.76194444444445,86.41527777777779,1.8989,228.0,0.3719,0.5814,4.7,1.0463,1,0,0
23.76194444444445,86.41555555555557,2.4508,228.0,0.3219,0.5727,4.7,1.0746,1,0,0
23.76194444444445,86.41583333333334,2.7312,228.0,0.3025,0.5725,4.7,1.1028,1,0,0
23.76194444444445,86.41611111111112,2.5252,228.0,0.3211,0.571,4.7,1.1311,1,0,0
23.76194444444445,86.4163888888889,2.9546,228.0,0.292,0.5658,4.7,1.1594,1,0,0
23.76194444444445,86.41666666666667,3.2615,228.0,0.2729,0.5664,4.7,1.1877,1,0,0
23.76194444444445,86.41694444444445,3.0812,228.0,0.2833,0.5664,4.7,1.2159,1,0,0
23.76194444444445,86.41722222222224,2.2216,228.0,0.3478,0.5756,4.7,1.2174,1,0,0
23.76166666666667,86.41250000000001,2.3755,228.0,0.3353,0.5725,4.7,0.7635,1,0,0
23.76166666666667,86.41277777777779,2.4508,228.0,0.3306,0.5748,4.7,0.7918,1,0,0
23.76166666666667,86.41305555555556,1.3894,228.0,0.4441,0.5793,4.7,0.8201,1,0,0
23.76166666666667,86.41333333333334,2.1095,228.0,0.3599,0.5756,4.7,0.8483,1,0,0
23.76166666666667,86.41361111111112,2.6561,228.0,0.3127,0.571,4.7,0.8766,1,0,0
23.76166666666667,86.41388888888889,2.5585,228.0,0.319,0.5727,4.7,0.9049,1,0,0
23.76166666666667,86.41416666666667,2.1095,228.0,0.3561,0.5765,4.7,0.9332,1,0,0
23.76166666666667,86.41444444444446,2.2216,228.0,0.3438,0.5765,4.7,0.9614,1,0,0
